imsi,msisdn,status,mcc,mnc,operator,data_enabled,roaming_enabled,volte_enabled,registered_at,last_updated
452010000057258,+84970057258,active,452,01,Viettel,true,false,true,2022-07-21T23:00:00Z,2022-10-24T23:00:00Z
452010000057259,+84970057259,active,452,01,Viettel,true,false,true,2022-09-07T04:00:00Z,2022-10-30T04:00:00Z
452010000057260,+84970057260,active,452,01,Viettel,true,false,true,2022-04-18T03:00:00Z,2022-07-14T03:00:00Z
452010000057261,+84970057261,active,452,01,Viettel,true,false,true,2022-01-11T01:00:00Z,2022-02-14T01:00:00Z
452010000057262,+84970057262,active,452,01,Viettel,true,false,true,2022-10-26T22:00:00Z,2023-01-17T22:00:00Z
452010000057263,+84970057263,active,452,01,Viettel,true,false,true,2022-02-19T01:00:00Z,2022-03-30T01:00:00Z
452010000057264,+84970057264,active,452,01,Viettel,true,false,true,2022-07-20T06:00:00Z,2022-09-02T06:00:00Z
452010000057265,+84970057265,active,452,01,Viettel,true,false,true,2022-11-07T01:00:00Z,2023-01-21T01:00:00Z
452010000057266,+84970057266,active,452,01,Viettel,true,false,true,2022-03-01T04:00:00Z,2022-05-20T04:00:00Z
452010000057267,+84970057267,active,452,01,Viettel,true,false,true,2022-02-27T06:00:00Z,2022-03-20T06:00:00Z
452010000057268,+84970057268,active,452,01,Viettel,true,false,true,2022-06-20T22:00:00Z,2022-06-23T22:00:00Z
452010000057269,+84970057269,active,452,01,Viettel,true,false,true,2022-08-18T21:00:00Z,2022-10-19T21:00:00Z
452010000057270,+84970057270,active,452,01,Viettel,true,false,true,2022-04-29T02:00:00Z,2022-07-25T02:00:00Z
452010000057271,+84970057271,active,452,01,Viettel,true,false,true,2022-03-10T01:00:00Z,2022-04-07T01:00:00Z
452010000057272,+84970057272,active,452,01,Viettel,true,false,true,2022-01-14T20:00:00Z,2022-04-15T20:00:00Z
452010000057273,+84970057273,active,452,01,Viettel,true,false,true,2022-02-03T05:00:00Z,2022-04-14T05:00:00Z
452010000057274,+84970057274,active,452,01,Viettel,true,false,true,2022-11-30T07:00:00Z,2022-12-22T07:00:00Z
452010000057275,+84970057275,active,452,01,Viettel,true,false,true,2022-06-05T06:00:00Z,2022-07-26T06:00:00Z
452010000057276,+84970057276,active,452,01,Viettel,true,false,true,2022-04-07T10:00:00Z,2022-07-05T10:00:00Z
452010000057277,+84970057277,active,452,01,Viettel,true,false,true,2022-04-12T01:00:00Z,2022-04-21T01:00:00Z
452010000057278,+84970057278,active,452,01,Viettel,true,false,true,2022-07-21T19:00:00Z,2022-10-25T19:00:00Z
452010000057279,+84970057279,active,452,01,Viettel,true,false,true,2022-04-26T14:00:00Z,2022-05-26T14:00:00Z
452010000057280,+84970057280,active,452,01,Viettel,true,false,true,2022-10-10T10:00:00Z,2022-12-29T10:00:00Z
452010000057281,+84970057281,active,452,01,Viettel,true,false,true,2022-05-26T11:00:00Z,2022-07-16T11:00:00Z
452010000057282,+84970057282,active,452,01,Viettel,true,false,true,2022-12-20T17:00:00Z,2023-03-08T17:00:00Z
452010000057283,+84970057283,active,452,01,Viettel,true,false,true,2022-03-18T00:00:00Z,2022-06-02T00:00:00Z
452010000057284,+84970057284,active,452,01,Viettel,true,false,true,2022-06-29T10:00:00Z,2022-08-13T10:00:00Z
452010000057285,+84970057285,active,452,01,Viettel,true,false,true,2022-10-13T07:00:00Z,2022-10-18T07:00:00Z
452010000057286,+84970057286,active,452,01,Viettel,true,false,true,2022-08-05T04:00:00Z,2022-09-08T04:00:00Z
452010000057287,+84970057287,active,452,01,Viettel,true,false,true,2022-03-23T06:00:00Z,2022-04-14T06:00:00Z
452010000057288,+84970057288,active,452,01,Viettel,true,false,true,2022-04-11T22:00:00Z,2022-06-24T22:00:00Z
452010000057289,+84970057289,active,452,01,Viettel,true,false,true,2022-11-20T04:00:00Z,2023-02-09T04:00:00Z
452010000057290,+84970057290,active,452,01,Viettel,true,false,true,2022-10-22T15:00:00Z,2022-11-24T15:00:00Z
452010000057291,+84970057291,active,452,01,Viettel,true,false,true,2022-04-02T13:00:00Z,2022-05-31T13:00:00Z
452010000057292,+84970057292,active,452,01,Viettel,true,false,true,2022-09-09T17:00:00Z,2022-11-06T17:00:00Z
452010000057293,+84970057293,active,452,01,Viettel,true,false,true,2022-05-31T07:00:00Z,2022-06-27T07:00:00Z
452010000057294,+84970057294,active,452,01,Viettel,true,false,true,2022-01-23T08:00:00Z,2022-04-23T08:00:00Z
452010000057295,+84970057295,active,452,01,Viettel,true,false,true,2022-03-24T14:00:00Z,2022-06-29T14:00:00Z
452010000057296,+84970057296,active,452,01,Viettel,true,false,true,2022-05-31T14:00:00Z,2022-07-09T14:00:00Z
452010000057297,+84970057297,active,452,01,Viettel,true,false,true,2022-07-14T07:00:00Z,2022-07-26T07:00:00Z
452010000057298,+84970057298,active,452,01,Viettel,true,false,true,2022-11-29T09:00:00Z,2022-12-11T09:00:00Z
452010000057299,+84970057299,active,452,01,Viettel,true,false,true,2022-01-24T16:00:00Z,2022-03-05T16:00:00Z
452010000057300,+84970057300,active,452,01,Viettel,true,false,true,2022-11-13T19:00:00Z,2022-12-24T19:00:00Z
452010000057301,+84970057301,active,452,01,Viettel,true,false,true,2022-08-29T04:00:00Z,2022-09-16T04:00:00Z
452010000057301,+84980057301,active,452,01,Viettel,true,false,true,2022-11-27T04:00:00Z,2022-11-27T04:00:00Z
452010000057302,+84970057302,active,452,01,Viettel,true,false,true,2022-05-31T01:00:00Z,2022-06-11T01:00:00Z
452010000057303,+84970057303,active,452,01,Viettel,true,false,true,2022-07-01T05:00:00Z,2022-09-01T05:00:00Z
452010000057304,+84970057304,active,452,01,Viettel,true,false,true,2022-05-17T15:00:00Z,2022-05-18T15:00:00Z
452010000057305,+84970057305,active,452,01,Viettel,true,false,true,2022-07-17T23:00:00Z,2022-07-20T23:00:00Z
452010000057306,+84970057306,active,452,01,Viettel,true,false,true,2022-12-12T17:00:00Z,2023-01-19T17:00:00Z
452010000057307,+84970057307,active,452,01,Viettel,true,false,true,2022-11-09T04:00:00Z,2022-12-08T04:00:00Z
452010000057308,+84970057308,active,452,01,Viettel,true,false,true,2022-07-26T22:00:00Z,2022-08-06T22:00:00Z
452010000057309,+84970057309,active,452,01,Viettel,true,false,true,2022-08-03T21:00:00Z,2022-11-07T21:00:00Z
452010000057310,+84970057310,active,452,01,Viettel,true,false,true,2022-01-02T03:00:00Z,2022-02-06T03:00:00Z
452010000057311,+84970057311,active,452,01,Viettel,true,false,true,2022-08-09T13:00:00Z,2022-10-03T13:00:00Z
452010000057312,+84970057312,active,452,01,Viettel,true,false,true,2023-01-01T00:00:00Z,2023-02-26T00:00:00Z
452010000057313,+84970057313,active,452,01,Viettel,true,false,true,2022-08-17T13:00:00Z,2022-10-05T13:00:00Z
452010000057314,+84970057314,active,452,01,Viettel,true,false,true,2022-11-17T04:00:00Z,2023-01-24T04:00:00Z
452010000057315,+84970057315,active,452,01,Viettel,true,false,true,2022-10-10T06:00:00Z,2022-12-15T06:00:00Z
452010000057316,+84970057316,active,452,01,Viettel,true,false,true,2022-10-12T06:00:00Z,2022-12-28T06:00:00Z
452010000057317,+84970057317,active,452,01,Viettel,true,false,true,2023-01-01T09:00:00Z,2023-01-22T09:00:00Z
452010000057318,+84970057318,active,452,01,Viettel,true,false,true,2022-04-07T01:00:00Z,2022-05-21T01:00:00Z
452010000057319,+84970057319,active,452,01,Viettel,true,false,true,2022-06-05T00:00:00Z,2022-08-22T00:00:00Z
452010000057320,+84970057320,active,452,01,Viettel,true,false,true,2022-01-13T19:00:00Z,2022-01-27T19:00:00Z
452010000057321,+84970057321,active,452,01,Viettel,true,false,true,2022-06-12T02:00:00Z,2022-07-19T02:00:00Z
452010000057322,+84970057322,active,452,01,Viettel,true,false,true,2022-06-25T08:00:00Z,2022-08-22T08:00:00Z
452010000057323,+84970057323,active,452,01,Viettel,true,false,true,2022-09-21T20:00:00Z,2022-12-29T20:00:00Z
452010000057324,+84970057324,active,452,01,Viettel,true,false,true,2022-07-22T21:00:00Z,2022-10-17T21:00:00Z
452010000057325,+84970057325,active,452,01,Viettel,true,false,true,2022-01-01T22:00:00Z,2022-03-31T22:00:00Z
452010000057326,+84970057326,active,452,01,Viettel,true,false,true,2022-12-08T08:00:00Z,2023-01-01T08:00:00Z
452010000057327,+84970057327,active,452,01,Viettel,true,false,true,2022-10-08T11:00:00Z,2022-11-06T11:00:00Z
452010000057328,+84970057328,active,452,01,Viettel,true,false,true,2022-10-03T16:00:00Z,2022-11-22T16:00:00Z
452010000057329,+84970057329,active,452,01,Viettel,true,false,true,2022-01-16T13:00:00Z,2022-03-21T13:00:00Z
452010000057330,+84970057330,active,452,01,Viettel,true,false,true,2022-03-12T14:00:00Z,2022-03-28T14:00:00Z
452010000057331,+84970057331,active,452,01,Viettel,true,false,true,2022-01-18T01:00:00Z,2022-04-20T01:00:00Z
452010000057332,+84970057332,active,452,01,Viettel,true,false,true,2022-07-30T20:00:00Z,2022-11-06T20:00:00Z
452010000057333,+84970057333,active,452,01,Viettel,true,false,true,2022-02-09T17:00:00Z,2022-03-29T17:00:00Z
452010000057334,+84970057334,active,452,01,Viettel,true,false,true,2022-05-08T07:00:00Z,2022-07-10T07:00:00Z
452010000057335,+84970057335,active,452,01,Viettel,true,false,true,2022-05-11T11:00:00Z,2022-07-28T11:00:00Z
452010000057336,+84970057336,active,452,01,Viettel,true,false,true,2022-11-07T14:00:00Z,2022-12-31T14:00:00Z
452010000057337,+84970057337,active,452,01,Viettel,true,false,true,2022-03-01T15:00:00Z,2022-05-03T15:00:00Z
452010000057338,+84970057338,active,452,01,Viettel,true,false,true,2022-06-22T05:00:00Z,2022-08-09T05:00:00Z
452010000057339,+84970057339,active,452,01,Viettel,true,false,true,2022-06-09T01:00:00Z,2022-08-06T01:00:00Z
452010000057340,+84970057340,active,452,01,Viettel,true,false,true,2022-02-25T16:00:00Z,2022-04-23T16:00:00Z
452010900057340,+84970057340,active,452,01,Viettel,true,false,true,2022-08-22T16:00:00Z,2022-08-22T16:00:00Z
452010000057341,+84970057341,active,452,01,Viettel,true,false,true,2022-12-08T00:00:00Z,2023-01-18T00:00:00Z
452010000057342,+84970057342,active,452,01,Viettel,true,false,true,2022-02-05T05:00:00Z,2022-04-09T05:00:00Z
452010000057343,+84970057343,active,452,01,Viettel,true,false,true,2022-12-14T21:00:00Z,2023-02-08T21:00:00Z
452010000057344,+84970057344,active,452,01,Viettel,true,false,true,2022-06-24T01:00:00Z,2022-09-22T01:00:00Z
452010000057345,+84970057345,active,452,01,Viettel,true,false,true,2022-05-01T14:00:00Z,2022-06-23T14:00:00Z
452010000057346,+84970057346,active,452,01,Viettel,true,false,true,2022-06-10T12:00:00Z,2022-08-14T12:00:00Z
452010000057347,+84970057347,active,452,01,Viettel,true,false,true,2022-01-07T16:00:00Z,2022-01-08T16:00:00Z
452010000057348,+84970057348,active,452,01,Viettel,true,false,true,2022-07-02T06:00:00Z,2022-08-29T06:00:00Z
452010000057349,+84970057349,active,452,01,Viettel,true,false,true,2022-02-20T03:00:00Z,2022-05-06T03:00:00Z
452010000057350,+84970057350,active,452,01,Viettel,true,false,true,2022-05-21T17:00:00Z,2022-08-02T17:00:00Z
452010000057351,+84970057351,active,452,01,Viettel,true,false,true,2022-04-23T18:00:00Z,2022-07-13T18:00:00Z
452010000057352,+84970057352,active,452,01,Viettel,true,false,true,2022-05-09T17:00:00Z,2022-05-20T17:00:00Z
452010000057353,+84970057353,active,452,01,Viettel,true,false,true,2022-06-15T10:00:00Z,2022-08-31T10:00:00Z
452010000057354,+84970057354,active,452,01,Viettel,true,false,true,2022-07-01T12:00:00Z,2022-08-01T12:00:00Z
452010000057355,+84970057355,active,452,01,Viettel,true,false,true,2022-01-21T19:00:00Z,2022-02-19T19:00:00Z
452010000057356,+84970057356,active,452,01,Viettel,true,false,true,2022-08-19T15:00:00Z,2022-10-27T15:00:00Z
452010000057357,+84970057357,active,452,01,Viettel,true,false,true,2022-03-28T06:00:00Z,2022-04-02T06:00:00Z
452010000057358,+84970057358,active,452,01,Viettel,true,false,true,2022-06-01T05:00:00Z,2022-07-18T05:00:00Z
452010000057359,+84970057359,active,452,01,Viettel,true,false,true,2022-05-19T07:00:00Z,2022-07-27T07:00:00Z
452010000057360,+84970057360,active,452,01,Viettel,true,false,true,2022-08-21T16:00:00Z,2022-10-07T16:00:00Z
452010000057361,+84970057361,active,452,01,Viettel,true,false,true,2022-07-26T07:00:00Z,2022-08-14T07:00:00Z
452010000057362,+84970057362,active,452,01,Viettel,true,false,true,2022-03-13T15:00:00Z,2022-04-20T15:00:00Z
452010000057363,+84970057363,active,452,01,Viettel,true,false,true,2022-11-11T21:00:00Z,2022-11-19T21:00:00Z
452010000057363,+84980057363,active,452,01,Viettel,true,false,true,2023-03-31T21:00:00Z,2023-03-31T21:00:00Z
452010000057364,+84970057364,active,452,01,Viettel,true,false,true,2022-10-30T19:00:00Z,2022-12-12T19:00:00Z
452010000057365,+84970057365,active,452,01,Viettel,true,false,true,2022-10-10T01:00:00Z,2023-01-11T01:00:00Z
452010000057366,+84970057366,active,452,01,Viettel,true,false,true,2022-12-06T05:00:00Z,2023-01-08T05:00:00Z
452010000057367,+84970057367,active,452,01,Viettel,true,false,true,2022-08-29T04:00:00Z,2022-11-07T04:00:00Z
452010000057368,+84970057368,active,452,01,Viettel,true,false,true,2022-07-11T07:00:00Z,2022-10-03T07:00:00Z
452010000057369,+84970057369,active,452,01,Viettel,true,false,true,2022-12-08T20:00:00Z,2023-01-18T20:00:00Z
452010000057370,+84970057370,active,452,01,Viettel,true,false,true,2022-08-04T17:00:00Z,2022-08-27T17:00:00Z
452010000057371,+84970057371,active,452,01,Viettel,true,false,true,2022-08-07T19:00:00Z,2022-10-20T19:00:00Z
452010000057372,+84970057372,active,452,01,Viettel,true,false,true,2022-01-22T11:00:00Z,2022-01-29T11:00:00Z
452010000057373,+84970057373,active,452,01,Viettel,true,false,true,2022-06-02T20:00:00Z,2022-07-27T20:00:00Z
452010000057374,+84970057374,active,452,01,Viettel,true,false,true,2022-02-09T09:00:00Z,2022-04-21T09:00:00Z
452010000057375,+84970057375,active,452,01,Viettel,true,false,true,2022-02-25T16:00:00Z,2022-03-23T16:00:00Z
452010000057376,+84970057376,active,452,01,Viettel,true,false,true,2022-12-31T22:00:00Z,2023-02-09T22:00:00Z
452010000057377,+84970057377,active,452,01,Viettel,true,false,true,2022-02-19T12:00:00Z,2022-05-15T12:00:00Z
452010000057378,+84970057378,active,452,01,Viettel,true,false,true,2022-08-29T09:00:00Z,2022-11-09T09:00:00Z
452010000057379,+84970057379,active,452,01,Viettel,true,false,true,2022-12-05T13:00:00Z,2023-02-15T13:00:00Z
452010000057380,+84970057380,active,452,01,Viettel,true,false,true,2022-05-15T03:00:00Z,2022-07-31T03:00:00Z
452010000057381,+84970057381,active,452,01,Viettel,true,false,true,2022-03-03T21:00:00Z,2022-05-13T21:00:00Z
452010000057382,+84970057382,active,452,01,Viettel,true,false,true,2022-12-29T07:00:00Z,2023-01-31T07:00:00Z
452010000057383,+84970057383,active,452,01,Viettel,true,false,true,2022-02-03T03:00:00Z,2022-02-08T03:00:00Z
452010000057384,+84970057384,active,452,01,Viettel,true,false,true,2022-06-09T03:00:00Z,2022-08-11T03:00:00Z
452010000057385,+84970057385,active,452,01,Viettel,true,false,true,2022-07-31T05:00:00Z,2022-08-12T05:00:00Z
452010000057386,+84970057386,active,452,01,Viettel,true,false,true,2022-01-06T23:00:00Z,2022-01-24T23:00:00Z
452010000057387,+84970057387,active,452,01,Viettel,true,false,true,2022-08-20T13:00:00Z,2022-11-04T13:00:00Z
452010000057388,+84970057388,active,452,01,Viettel,true,false,true,2022-05-06T08:00:00Z,2022-05-09T08:00:00Z
452010000057389,+84970057389,active,452,01,Viettel,true,false,true,2022-04-05T11:00:00Z,2022-04-24T11:00:00Z
452010000057390,+84970057390,active,452,01,Viettel,true,false,true,2022-09-23T20:00:00Z,2022-11-30T20:00:00Z
452010000057391,+84970057391,active,452,01,Viettel,true,false,true,2022-10-24T05:00:00Z,2022-12-25T05:00:00Z
452010000057392,+84970057392,active,452,01,Viettel,true,false,true,2022-10-06T13:00:00Z,2022-10-14T13:00:00Z
452010000057393,+84970057393,active,452,01,Viettel,true,false,true,2022-04-27T13:00:00Z,2022-08-01T13:00:00Z
452010000057394,+84970057394,active,452,01,Viettel,true,false,true,2022-10-11T11:00:00Z,2022-12-18T11:00:00Z
452010000057395,+84970057395,active,452,01,Viettel,true,false,true,2022-02-01T05:00:00Z,2022-05-07T05:00:00Z
452010000057396,+84970057396,active,452,01,Viettel,true,false,true,2022-07-23T23:00:00Z,2022-10-12T23:00:00Z
452010000057397,+84970057397,active,452,01,Viettel,true,false,true,2022-11-21T00:00:00Z,2022-11-30T00:00:00Z
452010000057398,+84970057398,active,452,01,Viettel,true,false,true,2022-05-29T21:00:00Z,2022-08-12T21:00:00Z
452010000057399,+84970057399,active,452,01,Viettel,true,false,true,2022-09-06T21:00:00Z,2022-10-16T21:00:00Z
452010000057400,+84970057400,active,452,01,Viettel,true,false,true,2022-08-12T08:00:00Z,2022-10-31T08:00:00Z
452010000057401,+84970057401,active,452,01,Viettel,true,false,true,2022-07-20T03:00:00Z,2022-07-23T03:00:00Z
452010000057402,+84970057402,active,452,01,Viettel,true,false,true,2022-06-19T16:00:00Z,2022-08-29T16:00:00Z
452010000057403,+84970057403,active,452,01,Viettel,true,false,true,2022-04-29T17:00:00Z,2022-05-14T17:00:00Z
452010000057404,+84970057404,active,452,01,Viettel,true,false,true,2022-12-05T12:00:00Z,2023-03-11T12:00:00Z
452010000057405,+84970057405,active,452,01,Viettel,true,false,true,2022-08-01T18:00:00Z,2022-11-06T18:00:00Z
452010000057406,+84970057406,active,452,01,Viettel,true,false,true,2022-10-30T01:00:00Z,2023-01-26T01:00:00Z
452010000057407,+84970057407,active,452,01,Viettel,true,false,true,2022-04-24T06:00:00Z,2022-06-02T06:00:00Z
452010000057408,+84970057408,active,452,01,Viettel,true,false,true,2022-05-15T17:00:00Z,2022-07-19T17:00:00Z
452010000057409,+84970057409,active,452,01,Viettel,true,false,true,2022-04-10T00:00:00Z,2022-05-28T00:00:00Z
452010000057410,+84970057410,active,452,01,Viettel,true,false,true,2022-01-03T18:00:00Z,2022-02-18T18:00:00Z
452010000057411,+84970057411,active,452,01,Viettel,true,false,true,2022-11-28T03:00:00Z,2022-12-17T03:00:00Z
452010000057412,+84970057412,active,452,01,Viettel,true,false,true,2022-11-24T11:00:00Z,2022-12-15T11:00:00Z
452010000057413,+84970057413,active,452,01,Viettel,true,false,true,2022-10-20T17:00:00Z,2022-12-01T17:00:00Z
452010000057414,+84970057414,active,452,01,Viettel,true,false,true,2022-03-08T15:00:00Z,2022-06-03T15:00:00Z
452010900057414,+84970057414,active,452,01,Viettel,true,false,true,2022-10-12T15:00:00Z,2022-10-12T15:00:00Z
452010000057415,+84970057415,active,452,01,Viettel,true,false,true,2022-11-11T12:00:00Z,2023-01-11T12:00:00Z
452010000057416,+84970057416,active,452,01,Viettel,true,false,true,2022-08-15T00:00:00Z,2022-09-02T00:00:00Z
452010000057417,+84970057417,active,452,01,Viettel,true,false,true,2022-07-06T00:00:00Z,2022-07-30T00:00:00Z
452010000057418,+84970057418,active,452,01,Viettel,true,false,true,2022-06-15T20:00:00Z,2022-06-29T20:00:00Z
452010000057419,+84970057419,active,452,01,Viettel,true,false,true,2022-02-03T11:00:00Z,2022-04-03T11:00:00Z
452010000057420,+84970057420,active,452,01,Viettel,true,false,true,2022-09-28T00:00:00Z,2022-12-25T00:00:00Z
452010000057421,+84970057421,active,452,01,Viettel,true,false,true,2022-08-28T11:00:00Z,2022-09-25T11:00:00Z
452010000057422,+84970057422,active,452,01,Viettel,true,false,true,2022-05-02T08:00:00Z,2022-06-12T08:00:00Z
452010000057423,+84970057423,active,452,01,Viettel,true,false,true,2022-12-08T19:00:00Z,2023-02-08T19:00:00Z
452010000057424,+84970057424,active,452,01,Viettel,true,false,true,2022-11-03T09:00:00Z,2023-02-01T09:00:00Z
452010000057425,+84970057425,active,452,01,Viettel,true,false,true,2022-11-28T03:00:00Z,2023-03-03T03:00:00Z
452010000057426,+84970057426,active,452,01,Viettel,true,false,true,2022-07-06T20:00:00Z,2022-09-29T20:00:00Z
452010000057427,+84970057427,active,452,01,Viettel,true,false,true,2022-07-11T00:00:00Z,2022-10-05T00:00:00Z
452010000057427,+84980057427,active,452,01,Viettel,true,false,true,2023-03-28T00:00:00Z,2023-03-28T00:00:00Z
452010000057428,+84970057428,active,452,01,Viettel,true,false,true,2022-07-29T02:00:00Z,2022-09-07T02:00:00Z
452010000057429,+84970057429,active,452,01,Viettel,true,false,true,2022-12-17T12:00:00Z,2023-02-07T12:00:00Z
452010000057430,+84970057430,active,452,01,Viettel,true,false,true,2022-09-10T21:00:00Z,2022-11-04T21:00:00Z
452010000057431,+84970057431,active,452,01,Viettel,true,false,true,2022-11-23T20:00:00Z,2023-01-26T20:00:00Z
452010000057432,+84970057432,active,452,01,Viettel,true,false,true,2022-02-20T20:00:00Z,2022-04-11T20:00:00Z
452010000057433,+84970057433,active,452,01,Viettel,true,false,true,2022-01-26T19:00:00Z,2022-03-05T19:00:00Z
452010000057434,+84970057434,active,452,01,Viettel,true,false,true,2022-11-28T05:00:00Z,2022-12-06T05:00:00Z
452010000057435,+84970057435,active,452,01,Viettel,true,false,true,2022-09-07T10:00:00Z,2022-09-16T10:00:00Z
452010000057435,+84980057435,active,452,01,Viettel,true,false,true,2022-12-17T10:00:00Z,2022-12-17T10:00:00Z
452010000057436,+84970057436,active,452,01,Viettel,true,false,true,2022-06-02T05:00:00Z,2022-07-28T05:00:00Z
452010000057437,+84970057437,active,452,01,Viettel,true,false,true,2022-10-10T18:00:00Z,2022-12-27T18:00:00Z
452010000057438,+84970057438,active,452,01,Viettel,true,false,true,2022-10-15T02:00:00Z,2023-01-04T02:00:00Z
452010000057439,+84970057439,active,452,01,Viettel,true,false,true,2022-07-02T22:00:00Z,2022-07-14T22:00:00Z
452010000057440,+84970057440,active,452,01,Viettel,true,false,true,2022-05-28T22:00:00Z,2022-08-10T22:00:00Z
452010000057441,+84970057441,active,452,01,Viettel,true,false,true,2022-09-19T10:00:00Z,2022-12-27T10:00:00Z
452010000057442,+84970057442,active,452,01,Viettel,true,false,true,2022-07-21T07:00:00Z,2022-09-29T07:00:00Z
452010000057443,+84970057443,active,452,01,Viettel,true,false,true,2022-07-07T04:00:00Z,2022-08-22T04:00:00Z
452010000057444,+84970057444,active,452,01,Viettel,true,false,true,2022-12-21T06:00:00Z,2023-01-20T06:00:00Z
452010000057445,+84970057445,active,452,01,Viettel,true,false,true,2022-06-30T10:00:00Z,2022-09-02T10:00:00Z
452010000057446,+84970057446,active,452,01,Viettel,true,false,true,2022-08-25T10:00:00Z,2022-09-06T10:00:00Z
452010000057447,+84970057447,active,452,01,Viettel,true,false,true,2022-12-06T21:00:00Z,2022-12-07T21:00:00Z
452010000057448,+84970057448,active,452,01,Viettel,true,false,true,2022-03-10T12:00:00Z,2022-05-22T12:00:00Z
452010000057449,+84970057449,active,452,01,Viettel,true,false,true,2022-11-09T20:00:00Z,2022-12-05T20:00:00Z
452010000057450,+84970057450,active,452,01,Viettel,true,false,true,2022-02-14T20:00:00Z,2022-05-14T20:00:00Z
452010000057451,+84970057451,active,452,01,Viettel,true,false,true,2022-04-06T04:00:00Z,2022-04-16T04:00:00Z
452010000057452,+84970057452,active,452,01,Viettel,true,false,true,2022-08-17T12:00:00Z,2022-10-22T12:00:00Z
452010000057453,+84970057453,active,452,01,Viettel,true,false,true,2022-09-06T22:00:00Z,2022-11-07T22:00:00Z
452010900057453,+84970057453,active,452,01,Viettel,true,false,true,2023-03-10T22:00:00Z,2023-03-10T22:00:00Z
452010000057454,+84970057454,active,452,01,Viettel,true,false,true,2022-07-23T21:00:00Z,2022-09-16T21:00:00Z
452010000057455,+84970057455,active,452,01,Viettel,true,false,true,2022-05-30T05:00:00Z,2022-08-11T05:00:00Z
452010000057456,+84970057456,active,452,01,Viettel,true,false,true,2022-02-13T17:00:00Z,2022-03-20T17:00:00Z
452010000057457,+84970057457,active,452,01,Viettel,true,false,true,2022-08-21T09:00:00Z,2022-09-14T09:00:00Z
452010000057458,+84970057458,active,452,01,Viettel,true,false,true,2022-04-17T20:00:00Z,2022-06-17T20:00:00Z
452010000057459,+84970057459,active,452,01,Viettel,true,false,true,2022-09-25T10:00:00Z,2022-12-31T10:00:00Z
452010000057460,+84970057460,active,452,01,Viettel,true,false,true,2022-10-04T22:00:00Z,2022-12-11T22:00:00Z
452010000057461,+84970057461,active,452,01,Viettel,true,false,true,2022-04-18T02:00:00Z,2022-05-13T02:00:00Z
452010000057462,+84970057462,active,452,01,Viettel,true,false,true,2022-11-02T18:00:00Z,2022-11-30T18:00:00Z
452010000057463,+84970057463,active,452,01,Viettel,true,false,true,2022-04-06T14:00:00Z,2022-04-11T14:00:00Z
452010000057464,+84970057464,active,452,01,Viettel,true,false,true,2022-01-01T22:00:00Z,2022-01-16T22:00:00Z
452010000057465,+84970057465,active,452,01,Viettel,true,false,true,2022-02-26T10:00:00Z,2022-03-18T10:00:00Z
452010000057466,+84970057466,active,452,01,Viettel,true,false,true,2022-12-16T19:00:00Z,2022-12-26T19:00:00Z
452010000057467,+84970057467,active,452,01,Viettel,true,false,true,2022-04-23T14:00:00Z,2022-06-04T14:00:00Z
452010000057467,+84980057467,active,452,01,Viettel,true,false,true,2022-11-09T14:00:00Z,2022-11-09T14:00:00Z
452010000057468,+84970057468,active,452,01,Viettel,true,false,true,2022-09-21T11:00:00Z,2022-10-10T11:00:00Z
452010000057469,+84970057469,active,452,01,Viettel,true,false,true,2022-07-22T20:00:00Z,2022-10-24T20:00:00Z
452010000057470,+84970057470,active,452,01,Viettel,true,false,true,2022-03-25T05:00:00Z,2022-06-09T05:00:00Z
452010000057471,+84970057471,active,452,01,Viettel,true,false,true,2022-04-26T06:00:00Z,2022-05-13T06:00:00Z
452010000057472,+84970057472,active,452,01,Viettel,true,false,true,2022-10-27T14:00:00Z,2022-11-14T14:00:00Z
452010000057473,+84970057473,active,452,01,Viettel,true,false,true,2022-08-21T07:00:00Z,2022-11-08T07:00:00Z
452010000057474,+84970057474,active,452,01,Viettel,true,false,true,2022-06-24T15:00:00Z,2022-08-22T15:00:00Z
452010000057475,+84970057475,active,452,01,Viettel,true,false,true,2022-11-14T07:00:00Z,2023-02-14T07:00:00Z
452010000057476,+84970057476,active,452,01,Viettel,true,false,true,2022-08-09T09:00:00Z,2022-11-13T09:00:00Z
452010000057477,+84970057477,active,452,01,Viettel,true,false,true,2022-07-27T16:00:00Z,2022-11-04T16:00:00Z
452010000057478,+84970057478,active,452,01,Viettel,true,false,true,2022-02-28T16:00:00Z,2022-05-23T16:00:00Z
452010000057479,+84970057479,active,452,01,Viettel,true,false,true,2022-09-26T11:00:00Z,2022-12-25T11:00:00Z
452010000057480,+84970057480,active,452,01,Viettel,true,false,true,2022-12-30T20:00:00Z,2023-03-05T20:00:00Z
452010000057481,+84970057481,active,452,01,Viettel,true,false,true,2022-06-27T13:00:00Z,2022-09-26T13:00:00Z
452010000057482,+84970057482,active,452,01,Viettel,true,false,true,2022-01-08T14:00:00Z,2022-01-19T14:00:00Z
452010000057483,+84970057483,active,452,01,Viettel,true,false,true,2022-04-11T02:00:00Z,2022-07-20T02:00:00Z
452010000057483,+84980057483,active,452,01,Viettel,true,false,true,2022-11-23T02:00:00Z,2022-11-23T02:00:00Z
452010000057484,+84970057484,active,452,01,Viettel,true,false,true,2022-02-15T14:00:00Z,2022-05-11T14:00:00Z
